order_id,order_date,order_status,store_name,customer_name,state,product_name,category_name,brand_name,quantity,list_price,discount,line_total,current_stock
267,11-06-2016,4,Santa Cruz Bikes,Randolph Chase,CA,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.1,494.991,10
267,11-06-2016,4,Santa Cruz Bikes,Randolph Chase,CA,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7439.9814,8
267,11-06-2016,4,Santa Cruz Bikes,Randolph Chase,CA,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.05,256.4905,24
268,11-06-2016,4,Santa Cruz Bikes,Shery Randolph,CA,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.05,3799.9905,8
268,11-06-2016,4,Santa Cruz Bikes,Shery Randolph,CA,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,751.984,0
268,11-06-2016,4,Santa Cruz Bikes,Shery Randolph,CA,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,2699.991,11
269,12-06-2016,4,Baldwin Bikes,Terrell Mathis,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.07,1228.5207,1
269,12-06-2016,4,Baldwin Bikes,Terrell Mathis,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.07,557.9814,12
269,12-06-2016,4,Baldwin Bikes,Terrell Mathis,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.05,426.55,13
269,12-06-2016,4,Baldwin Bikes,Terrell Mathis,NY,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.05,949.9905,28
270,12-06-2016,4,Baldwin Bikes,Ethelyn Ray,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,799.984,18
270,12-06-2016,4,Baldwin Bikes,Ethelyn Ray,NY,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.1,476.991,6
271,13-06-2016,4,Baldwin Bikes,Christoper Mccall,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.07,3126.6414,21
271,13-06-2016,4,Baldwin Bikes,Christoper Mccall,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,892.981,11
271,13-06-2016,4,Baldwin Bikes,Christoper Mccall,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.1,242.991,1
271,13-06-2016,4,Baldwin Bikes,Christoper Mccall,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.1,7199.982,8
272,15-06-2016,4,Baldwin Bikes,Ezra Fowler,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.07,1394.9814,16
272,15-06-2016,4,Baldwin Bikes,Ezra Fowler,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.07,1563.3207,21
273,16-06-2016,4,Baldwin Bikes,Tona Velasquez,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.1,242.991,16
274,17-06-2016,4,Baldwin Bikes,Octavia Case,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.05,3193.881,21
274,17-06-2016,4,Baldwin Bikes,Octavia Case,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.1,899.982,18
274,17-06-2016,4,Baldwin Bikes,Octavia Case,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.07,5579.9814,17
275,17-06-2016,4,Baldwin Bikes,Rozanne Reyes,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.05,426.55,13
275,17-06-2016,4,Baldwin Bikes,Rozanne Reyes,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.1,449.991,18
275,17-06-2016,4,Baldwin Bikes,Rozanne Reyes,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.05,7599.981,8
276,18-06-2016,4,Baldwin Bikes,Magali Dixon,NY,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.2,1599.984,28
276,18-06-2016,4,Baldwin Bikes,Magali Dixon,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.05,407.55,3
276,18-06-2016,4,Baldwin Bikes,Magali Dixon,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.07,5579.9814,17
277,19-06-2016,4,Baldwin Bikes,Thad Castro,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,959.984,20
277,19-06-2016,4,Baldwin Bikes,Thad Castro,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,751.984,11
277,19-06-2016,4,Baldwin Bikes,Thad Castro,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.1,485.982,1
278,20-06-2016,4,Santa Cruz Bikes,Raven Curtis,CA,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,479.992,4
278,20-06-2016,4,Santa Cruz Bikes,Raven Curtis,CA,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.07,835.14,4
278,20-06-2016,4,Santa Cruz Bikes,Raven Curtis,CA,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.07,251.0907,13
278,20-06-2016,4,Santa Cruz Bikes,Raven Curtis,CA,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.07,3126.6414,8
279,21-06-2016,4,Baldwin Bikes,Rosalba O'neal,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.07,464.9907,18
280,21-06-2016,4,Baldwin Bikes,Tomeka Higgins,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.07,464.9907,18
280,21-06-2016,4,Baldwin Bikes,Tomeka Higgins,NY,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.07,1115.9814,2
280,21-06-2016,4,Baldwin Bikes,Tomeka Higgins,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.07,251.0907,1
281,21-06-2016,4,Baldwin Bikes,Cris Dunn,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.07,251.0907,0
281,21-06-2016,4,Baldwin Bikes,Cris Dunn,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.1,485.982,18
281,21-06-2016,4,Baldwin Bikes,Cris Dunn,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7439.9814,8
282,22-06-2016,4,Rowlett Bikes,Regina Burns,TX,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.07,557.9907,19
282,22-06-2016,4,Rowlett Bikes,Regina Burns,TX,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7439.9814,12
282,22-06-2016,4,Rowlett Bikes,Regina Burns,TX,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.05,1899.981,0
282,22-06-2016,4,Rowlett Bikes,Regina Burns,TX,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,1115.9814,19
283,23-06-2016,4,Santa Cruz Bikes,Olevia Pitts,CA,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.05,2849.9905,11
283,23-06-2016,4,Santa Cruz Bikes,Olevia Pitts,CA,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,959.984,4
284,23-06-2016,4,Baldwin Bikes,Inger Jennings,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.2,879.984,16
284,23-06-2016,4,Baldwin Bikes,Inger Jennings,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,479.992,20
285,25-06-2016,4,Santa Cruz Bikes,Justin Newton,CA,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.05,1139.981,4
285,25-06-2016,4,Santa Cruz Bikes,Justin Newton,CA,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.05,522.4905,16
285,25-06-2016,4,Santa Cruz Bikes,Justin Newton,CA,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.1,674.991,5
286,25-06-2016,4,Baldwin Bikes,Latasha Stanley,NY,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.2,959.984,2
286,25-06-2016,4,Baldwin Bikes,Latasha Stanley,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.07,502.1814,16
286,25-06-2016,4,Baldwin Bikes,Latasha Stanley,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1079.982,20
286,25-06-2016,4,Baldwin Bikes,Latasha Stanley,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.1,3599.991,8
287,25-06-2016,4,Baldwin Bikes,Delbert Wilkins,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,1056.792,1
287,25-06-2016,4,Baldwin Bikes,Delbert Wilkins,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.05,1471.55,13
287,25-06-2016,4,Baldwin Bikes,Delbert Wilkins,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.05,712.4905,16
287,25-06-2016,4,Baldwin Bikes,Delbert Wilkins,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.05,569.9905,20
288,25-06-2016,4,Baldwin Bikes,Ouida Gregory,NY,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.2,2319.992,2
288,25-06-2016,4,Baldwin Bikes,Ouida Gregory,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.1,1394.1,13
288,25-06-2016,4,Baldwin Bikes,Ouida Gregory,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.05,7599.981,8
289,27-06-2016,4,Baldwin Bikes,Phyllis Hill,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.07,251.0907,1
289,27-06-2016,4,Baldwin Bikes,Phyllis Hill,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.2,439.992,16
289,27-06-2016,4,Baldwin Bikes,Phyllis Hill,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.2,343.2,3
290,28-06-2016,4,Baldwin Bikes,Marni Bolton,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.07,1394.9814,16
290,28-06-2016,4,Baldwin Bikes,Marni Bolton,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.07,2457.0414,1
290,28-06-2016,4,Baldwin Bikes,Marni Bolton,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.1,242.991,16
291,29-06-2016,4,Baldwin Bikes,Alane Kennedy,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,892.981,11
291,29-06-2016,4,Baldwin Bikes,Alane Kennedy,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.07,502.1814,16
292,29-06-2016,4,Rowlett Bikes,Van Peters,TX,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.1,808.2,5
292,29-06-2016,4,Rowlett Bikes,Van Peters,TX,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.07,2696.9907,11
292,29-06-2016,4,Rowlett Bikes,Van Peters,TX,Surly Straggler - 2016,Cyclocross Bicycles,Surly,2,1549,0.05,2943.1,21
293,30-06-2016,4,Baldwin Bikes,Rubye Mccall,NY,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.05,853.1,15
293,30-06-2016,4,Baldwin Bikes,Rubye Mccall,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,375.992,11
294,01-07-2016,4,Baldwin Bikes,Lavona Austin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.2,359.2,13
294,01-07-2016,4,Baldwin Bikes,Lavona Austin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.2,215.992,18
294,01-07-2016,4,Baldwin Bikes,Lavona Austin,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.05,7599.981,8
294,01-07-2016,4,Baldwin Bikes,Lavona Austin,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,799.984,18
295,01-07-2016,4,Baldwin Bikes,Benny Bender,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.07,502.1814,0
296,04-07-2016,4,Baldwin Bikes,Gabriela Warren,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.07,929.9814,18
296,04-07-2016,4,Baldwin Bikes,Gabriela Warren,NY,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.1,989.982,2
296,04-07-2016,4,Baldwin Bikes,Gabriela Warren,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.1,3025.782,21
296,04-07-2016,4,Baldwin Bikes,Gabriela Warren,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.2,2399.992,17
297,04-07-2016,4,Baldwin Bikes,Justina Jenkins,NY,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.2,4639.984,2
298,04-07-2016,4,Rowlett Bikes,Janna Hayden,TX,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.2,239.992,8
298,04-07-2016,4,Rowlett Bikes,Janna Hayden,TX,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,892.981,27
298,04-07-2016,4,Rowlett Bikes,Janna Hayden,TX,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.2,215.992,20
298,04-07-2016,4,Rowlett Bikes,Janna Hayden,TX,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.07,2789.9907,23
298,04-07-2016,4,Rowlett Bikes,Janna Hayden,TX,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.1,485.982,4
299,05-07-2016,4,Baldwin Bikes,Rayna Perry,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.05,3193.881,21
299,05-07-2016,4,Baldwin Bikes,Rayna Perry,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,2,1549,0.2,2478.4,13
300,05-07-2016,4,Baldwin Bikes,Emmaline Huber,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1079.982,20
300,05-07-2016,4,Baldwin Bikes,Emmaline Huber,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.1,5399.982,17
300,05-07-2016,4,Baldwin Bikes,Emmaline Huber,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.1,1394.1,13
300,05-07-2016,4,Baldwin Bikes,Emmaline Huber,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.2,2689.584,21
301,06-07-2016,4,Baldwin Bikes,Caren Stephens,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.05,446.4905,11
301,06-07-2016,4,Baldwin Bikes,Caren Stephens,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.1,242.991,0
302,06-07-2016,4,Baldwin Bikes,Carlena Salinas,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.2,879.984,16
302,06-07-2016,4,Baldwin Bikes,Carlena Salinas,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.07,835.14,13
302,06-07-2016,4,Baldwin Bikes,Carlena Salinas,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.2,1199.984,16
303,07-07-2016,4,Baldwin Bikes,Bernita Mcdaniel,NY,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,2,1799.99,0.05,3419.981,1
303,07-07-2016,4,Baldwin Bikes,Bernita Mcdaniel,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.05,1044.981,16
304,07-07-2016,4,Baldwin Bikes,Chelsey Hardin,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.05,1471.55,13
304,07-07-2016,4,Baldwin Bikes,Chelsey Hardin,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.1,7199.982,8
304,07-07-2016,4,Baldwin Bikes,Chelsey Hardin,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,539.991,20
305,07-07-2016,4,Baldwin Bikes,Camille Harvey,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.07,1440.57,13
305,07-07-2016,4,Baldwin Bikes,Camille Harvey,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.1,422.991,11
305,07-07-2016,4,Baldwin Bikes,Camille Harvey,NY,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.2,1599.984,28
306,09-07-2016,4,Baldwin Bikes,Charleen Hurst,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.2,1239.2,13
306,09-07-2016,4,Baldwin Bikes,Charleen Hurst,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.07,251.0907,0
307,09-07-2016,4,Baldwin Bikes,Christoper Gould,NY,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,2,529.99,0.05,1006.981,6
308,11-07-2016,4,Baldwin Bikes,Charlyn Cantrell,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.1,3599.991,8
308,11-07-2016,4,Baldwin Bikes,Charlyn Cantrell,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,2,449,0.2,718.4,13
308,11-07-2016,4,Baldwin Bikes,Charlyn Cantrell,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.2,215.992,18
309,11-07-2016,4,Baldwin Bikes,Gilma Dejesus,NY,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,1,999.99,0.05,949.9905,28
309,11-07-2016,4,Baldwin Bikes,Gilma Dejesus,NY,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.05,522.4905,2
310,12-07-2016,4,Santa Cruz Bikes,Deloris Larson,CA,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7439.9814,8
310,12-07-2016,4,Santa Cruz Bikes,Deloris Larson,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.1,485.982,8
310,12-07-2016,4,Santa Cruz Bikes,Deloris Larson,CA,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.2,2113.584,22
310,12-07-2016,4,Santa Cruz Bikes,Deloris Larson,CA,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.2,1439.992,0
311,12-07-2016,4,Baldwin Bikes,Shayla Hart,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429,0.05,815.1,3
311,12-07-2016,4,Baldwin Bikes,Shayla Hart,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.2,2113.584,1
312,13-07-2016,4,Baldwin Bikes,Jame Riggs,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.05,1044.981,16
312,13-07-2016,4,Baldwin Bikes,Jame Riggs,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.07,502.1814,18
312,13-07-2016,4,Baldwin Bikes,Jame Riggs,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.05,1139.981,20
313,14-07-2016,4,Rowlett Bikes,Dagny Owen,TX,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,1,2899.99,0.07,2696.9907,11
313,14-07-2016,4,Rowlett Bikes,Dagny Owen,TX,Surly Straggler - 2016,Cyclocross Bicycles,Surly,2,1549,0.07,2881.14,21
314,15-07-2016,4,Baldwin Bikes,Janie Herrera,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.07,1228.5207,1
314,15-07-2016,4,Baldwin Bikes,Janie Herrera,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.05,2849.9905,17
314,15-07-2016,4,Baldwin Bikes,Janie Herrera,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,431.984,0
314,15-07-2016,4,Baldwin Bikes,Janie Herrera,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.07,7439.9814,8
315,16-07-2016,4,Baldwin Bikes,Rufina Chandler,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.2,1344.792,21
315,16-07-2016,4,Baldwin Bikes,Rufina Chandler,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.1,2699.991,17
316,17-07-2016,4,Baldwin Bikes,Shawnda Glover,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.2,1199.984,16
316,17-07-2016,4,Baldwin Bikes,Shawnda Glover,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,1079.982,20
316,17-07-2016,4,Baldwin Bikes,Shawnda Glover,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.1,539.991,20
316,17-07-2016,4,Baldwin Bikes,Shawnda Glover,NY,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.2,359.2,15
316,17-07-2016,4,Baldwin Bikes,Shawnda Glover,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.05,407.55,3
317,17-07-2016,4,Baldwin Bikes,Mariam Miranda,NY,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549,0.2,1239.2,13
317,17-07-2016,4,Baldwin Bikes,Mariam Miranda,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.05,256.4905,0
317,17-07-2016,4,Baldwin Bikes,Mariam Miranda,NY,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,1,529.99,0.05,503.4905,6
317,17-07-2016,4,Baldwin Bikes,Mariam Miranda,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.2,431.984,1
318,17-07-2016,4,Baldwin Bikes,Mallie Osborn,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.1,485.982,1
318,17-07-2016,4,Baldwin Bikes,Mallie Osborn,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,799.984,18
318,17-07-2016,4,Baldwin Bikes,Mallie Osborn,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.05,2849.9905,17
319,18-07-2016,4,Baldwin Bikes,Danyell Dickerson,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.07,1563.3207,21
319,18-07-2016,4,Baldwin Bikes,Danyell Dickerson,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.2,215.992,16
319,18-07-2016,4,Baldwin Bikes,Danyell Dickerson,NY,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,2,529.99,0.1,953.982,6
319,18-07-2016,4,Baldwin Bikes,Danyell Dickerson,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.05,284.9905,12
320,19-07-2016,4,Santa Cruz Bikes,Carola Johns,CA,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.1,674.991,5
321,19-07-2016,4,Baldwin Bikes,Arcelia Vinson,NY,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2,2899.99,0.2,4639.984,2
321,19-07-2016,4,Baldwin Bikes,Arcelia Vinson,NY,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,2,549.99,0.2,879.984,2
321,19-07-2016,4,Baldwin Bikes,Arcelia Vinson,NY,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.2,479.992,2
321,19-07-2016,4,Baldwin Bikes,Arcelia Vinson,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.2,479.984,12
322,19-07-2016,4,Baldwin Bikes,Lea Irwin,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.2,431.984,1
322,19-07-2016,4,Baldwin Bikes,Lea Irwin,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.07,251.0907,16
323,19-07-2016,4,Baldwin Bikes,Heide Reed,NY,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.07,502.1814,1
323,19-07-2016,4,Baldwin Bikes,Heide Reed,NY,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.1,1079.982,2
324,20-07-2016,4,Baldwin Bikes,Garland Weaver,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,2,749.99,0.1,1349.982,16
324,20-07-2016,4,Baldwin Bikes,Garland Weaver,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.2,343.2,3
324,20-07-2016,4,Baldwin Bikes,Garland Weaver,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.2,431.984,0
324,20-07-2016,4,Baldwin Bikes,Garland Weaver,NY,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.05,426.55,15
324,20-07-2016,4,Baldwin Bikes,Garland Weaver,NY,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.05,522.4905,2
